host_is_superhost,host_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,price,review_scores_rating,reviews_per_month
0,2273,SoHo,Manhattan,40.7271,-74.00229,Entire rental unit,Entire home/apt,2,1.0,1,499,0.0,0.0
0,0,Bedford-Stuyvesant,Brooklyn,40.68752,-73.95485,Entire rental unit,Entire home/apt,8,1.0,2,499,5.0,0.54
1,1,Bedford-Stuyvesant,Brooklyn,40.68411,-73.95481,Entire rental unit,Entire home/apt,2,1.0,1,105,4.92,0.62
0,2,Prospect-Lefferts Gardens,Brooklyn,40.65827,-73.94663,Entire residential home,Entire home/apt,2,1.0,2,275,4.0,0.04
0,2,Ridgewood,Queens,40.70303,-73.90756,Entire rental unit,Entire home/apt,2,1.0,1,82,5.0,0.48
0,2273,East Village,Manhattan,40.72958,-73.98914,Entire rental unit,Entire home/apt,2,1.0,1,321,0.0,0.0
0,1,Chelsea,Manhattan,40.74256,-73.99762,Entire rental unit,Entire home/apt,2,1.0,1,325,0.0,0.04
0,10,Upper West Side,Manhattan,40.80341,-73.96819,Entire rental unit,Entire home/apt,4,2.0,4,300,0.0,0.0
0,0,Murray Hill,Manhattan,40.7483,-73.98033000000001,Entire rental unit,Entire home/apt,4,2.0,2,200,0.0,0.0
0,0,Chelsea,Manhattan,40.74739,-74.00222,Entire rental unit,Entire home/apt,2,1.0,1,220,4.71,3.43
0,105,Little Italy,Manhattan,40.72011,-73.99748000000001,Entire condominium (condo),Entire home/apt,2,1.0,1,133,5.0,0.29
0,0,Williamsburg,Brooklyn,40.71718,-73.95613,Entire rental unit,Entire home/apt,3,1.0,1,190,4.0,0.07
1,0,Parkchester,Bronx,40.83702,-73.86175,Entire condominium (condo),Entire home/apt,4,1.0,1,160,5.0,0.95
1,0,Clinton Hill,Brooklyn,40.68115,-73.96356,Entire residential home,Entire home/apt,7,2.5,4,225,5.0,0.51
1,11,Upper East Side,Manhattan,40.7813,-73.9466,Entire rental unit,Entire home/apt,4,1.0,2,99,5.0,0.18
0,0,Sunset Park,Brooklyn,40.66273,-73.99166,Entire rental unit,Entire home/apt,4,1.0,1,150,0.0,0.0
1,5,Jamaica,Queens,40.68187,-73.77619,Entire residential home,Entire home/apt,2,1.0,1,84,4.93,10.91
1,0,Bedford-Stuyvesant,Brooklyn,40.67767,-73.91686,Entire rental unit,Entire home/apt,6,2.0,2,169,4.79,1.99
0,0,Lower East Side,Manhattan,40.71911,-73.9819,Entire rental unit,Entire home/apt,2,1.0,1,160,0.0,0.0
0,1,Jackson Heights,Queens,40.75636,-73.85998000000001,Entire rental unit,Entire home/apt,2,1.0,1,92,0.0,0.0
0,1,Elmhurst,Queens,40.7374,-73.88194,Entire rental unit,Entire home/apt,4,2.0,2,199,4.94,4.82
0,2,East Harlem,Manhattan,40.79491,-73.94384000000001,Entire rental unit,Entire home/apt,3,1.0,1,119,0.0,0.0
0,2,Ditmars Steinway,Queens,40.7799,-73.90717,Entire rental unit,Entire home/apt,2,1.0,1,150,0.0,0.0
0,1,Nolita,Manhattan,40.724140000000006,-73.99531,Entire rental unit,Entire home/apt,2,1.0,1,160,4.93,0.64
0,23,East Harlem,Manhattan,40.79578,-73.94563000000001,Entire rental unit,Entire home/apt,4,1.0,2,104,4.5,0.23
0,1,East Harlem,Manhattan,40.79243,-73.94583,Entire rental unit,Entire home/apt,4,1.0,1,90,2.5,0.12
0,1,Forest Hills,Queens,40.72211,-73.85122,Entire rental unit,Entire home/apt,2,1.0,1,93,4.6,0.18
1,1,Prospect-Lefferts Gardens,Brooklyn,40.65675,-73.96077,Entire rental unit,Entire home/apt,2,1.0,1,70,4.58,0.43
0,2,Bedford-Stuyvesant,Brooklyn,40.69211,-73.93758000000001,Entire residential home,Entire home/apt,2,1.0,1,180,0.0,0.0
0,1,Upper West Side,Manhattan,40.8008,-73.96732,Entire rental unit,Entire home/apt,8,1.0,3,299,4.55,0.73
1,0,Bedford-Stuyvesant,Brooklyn,40.67964,-73.92801,Entire rental unit,Entire home/apt,4,1.0,2,146,4.8,1.64
1,0,Crown Heights,Brooklyn,40.67302,-73.92213000000001,Entire rental unit,Entire home/apt,4,1.0,1,153,4.94,0.73
0,0,Chinatown,Manhattan,40.71558,-73.99119,Entire rental unit,Entire home/apt,8,3.0,3,566,4.55,0.77
0,33,East Harlem,Manhattan,40.789291,-73.94274899999999,Entire rental unit,Entire home/apt,5,1.0,2,156,4.71,0.28
0,1,Long Island City,Queens,40.752320000000005,-73.95083000000001,Entire loft,Entire home/apt,4,1.0,2,395,4.79,1.19
0,1,Bay Ridge,Brooklyn,40.63085,-74.02864,Entire rental unit,Entire home/apt,2,1.0,1,55,5.0,0.04
0,2,West Brighton,Staten Island,40.627590000000005,-74.10732,Entire residential home,Entire home/apt,4,1.0,2,130,5.0,0.18
0,1,Financial District,Manhattan,40.709990000000005,-74.01353,Entire condominium (condo),Entire home/apt,6,2.5,3,750,0.0,0.0
0,2,Bedford-Stuyvesant,Brooklyn,40.67826,-73.90924,Entire rental unit,Entire home/apt,6,1.0,2,250,4.83,0.22
0,1,Chinatown,Manhattan,40.71676,-73.991,Entire rental unit,Entire home/apt,2,1.5,1,133,4.4,0.19
0,2,Greenwich Village,Manhattan,40.72825,-74.00084,Entire rental unit,Entire home/apt,4,1.0,2,299,4.74,0.71
0,0,Williamsburg,Brooklyn,40.71522,-73.96454,Entire rental unit,Entire home/apt,4,1.0,2,355,5.0,0.6
0,1,Harlem,Manhattan,40.80576,-73.95636999999999,Entire rental unit,Entire home/apt,2,2.0,1,120,5.0,0.07
1,1,Bushwick,Brooklyn,40.69822,-73.93394,Entire rental unit,Entire home/apt,3,1.0,1,187,5.0,0.8
0,0,Bedford-Stuyvesant,Brooklyn,40.67797,-73.9177,Entire rental unit,Entire home/apt,7,2.0,3,299,4.63,1.47
0,1,Williamsburg,Brooklyn,40.70506,-73.92825,Entire rental unit,Entire home/apt,4,1.0,2,75,0.0,0.0
1,2,Prospect Heights,Brooklyn,40.68046,-73.97264,Entire rental unit,Entire home/apt,6,2.0,2,275,5.0,0.29
0,1,Manhattan Beach,Brooklyn,40.58032,-73.95325,Entire guest suite,Entire home/apt,2,1.0,1,100,5.0,0.04
1,0,Canarsie,Brooklyn,40.63487,-73.90489000000001,Entire rental unit,Entire home/apt,8,1.0,3,200,4.9,17.69
0,0,Fort Greene,Brooklyn,40.69425,-73.97118,Entire rental unit,Entire home/apt,5,2.0,3,185,5.0,0.14
0,2273,Chelsea,Manhattan,40.7519,-74.00224,Entire rental unit,Entire home/apt,2,1.0,1,314,0.0,0.0
0,2273,Upper West Side,Manhattan,40.77637,-73.98302,Entire rental unit,Entire home/apt,2,1.0,1,428,0.0,0.0
0,3,West Village,Manhattan,40.7345,-74.00746,Entire rental unit,Entire home/apt,4,2.5,2,950,5.0,0.04
0,1,East Harlem,Manhattan,40.79795,-73.94072,Entire rental unit,Entire home/apt,4,2.0,2,106,5.0,0.58
0,0,Gowanus,Brooklyn,40.67331,-73.99158,Entire rental unit,Entire home/apt,2,1.0,1,80,5.0,0.04
0,52,Upper West Side,Manhattan,40.7893,-73.97438000000001,Entire rental unit,Entire home/apt,4,2.0,2,290,5.0,0.06
0,1,Crown Heights,Brooklyn,40.67072,-73.93039,Entire townhouse,Entire home/apt,4,1.0,2,150,0.0,0.0
1,1,Bushwick,Brooklyn,40.69476,-73.92108,Entire rental unit,Entire home/apt,8,1.5,3,369,4.96,2.79
0,1,Hell's Kitchen,Manhattan,40.76131,-73.99235999999999,Entire rental unit,Entire home/apt,12,1.0,3,399,4.0,0.16
0,0,Upper West Side,Manhattan,40.79596,-73.96923000000001,Entire rental unit,Entire home/apt,2,1.0,1,130,5.0,0.15
1,1,Hell's Kitchen,Manhattan,40.76866,-73.98854,Entire rental unit,Entire home/apt,4,1.0,1,326,4.88,3.41
0,23,East Harlem,Manhattan,40.79628,-73.94518000000001,Entire rental unit,Entire home/apt,4,1.0,2,110,3.0,0.36
1,1,Williamsburg,Brooklyn,40.70705,-73.95397,Entire rental unit,Entire home/apt,2,1.0,1,189,5.0,0.47
1,2,East Flatbush,Brooklyn,40.64244,-73.94666,Entire guest suite,Entire home/apt,4,1.0,2,120,4.94,1.82
0,0,Midtown,Manhattan,40.76036,-73.97035,Entire condominium (condo),Entire home/apt,6,1.0,2,399,4.5,0.74
0,2,Fort Greene,Brooklyn,40.69493,-73.97059,Entire guest suite,Entire home/apt,6,1.0,2,106,4.74,5.95
0,0,Greenwich Village,Manhattan,40.72607,-73.9971,Entire rental unit,Entire home/apt,7,1.0,3,449,4.76,0.61
1,0,Bedford-Stuyvesant,Brooklyn,40.68764,-73.95362,Entire rental unit,Entire home/apt,4,1.0,1,115,4.85,4.59
0,0,Theater District,Manhattan,40.76237,-73.98205,Entire condominium (condo),Entire home/apt,2,1.0,1,100,4.71,0.27
0,0,Chelsea,Manhattan,40.7501,-73.99450999999999,Entire rental unit,Entire home/apt,8,1.5,3,439,5.0,0.29
0,23,East Harlem,Manhattan,40.79447,-73.94379,Entire rental unit,Entire home/apt,3,1.0,2,99,4.0,0.11
0,23,East Harlem,Manhattan,40.79412,-73.94372,Entire rental unit,Entire home/apt,3,1.0,1,103,5.0,0.16
0,1,East Harlem,Manhattan,40.79127,-73.94847,Entire rental unit,Entire home/apt,6,1.0,2,219,4.28,0.75
0,23,East Harlem,Manhattan,40.79413,-73.94563000000001,Entire rental unit,Entire home/apt,4,1.0,2,102,3.75,0.16
0,0,Midtown,Manhattan,40.75557,-73.96753000000001,Entire rental unit,Entire home/apt,5,3.0,3,1250,0.0,0.0
0,23,East Harlem,Manhattan,40.796,-73.94452,Entire rental unit,Entire home/apt,4,1.0,2,99,4.0,0.36
0,9,Murray Hill,Manhattan,40.74589,-73.97384,Entire rental unit,Entire home/apt,7,2.0,2,300,0.0,0.0
1,0,Hell's Kitchen,Manhattan,40.75687,-73.99378,Entire rental unit,Entire home/apt,5,1.0,2,321,4.94,2.26
0,0,Williamsburg,Brooklyn,40.70577,-73.9429,Entire residential home,Entire home/apt,6,1.5,2,180,4.64,2.41
0,1,Hell's Kitchen,Manhattan,40.76125,-73.9919,Entire rental unit,Entire home/apt,6,2.0,2,187,4.56,3.26
0,1,Hell's Kitchen,Manhattan,40.76199,-73.98978000000001,Entire rental unit,Entire home/apt,6,1.0,2,164,4.51,2.71
0,1,Williamsburg,Brooklyn,40.709590000000006,-73.96408000000001,Entire rental unit,Entire home/apt,3,1.5,1,120,0.0,0.0
0,1,Washington Heights,Manhattan,40.84599,-73.93929,Entire rental unit,Entire home/apt,2,1.0,1,80,5.0,0.13
0,0,Chelsea,Manhattan,40.74531,-74.00832,Entire rental unit,Entire home/apt,7,2.0,3,399,4.77,0.95
0,1,Upper West Side,Manhattan,40.77622,-73.97961,Entire loft,Entire home/apt,1,1.0,2,300,4.67,0.13
0,0,Cambria Heights,Queens,40.692890000000006,-73.73283,Entire residential home,Entire home/apt,6,1.0,3,111,4.78,2.76
1,8,Bedford-Stuyvesant,Brooklyn,40.68883,-73.93124,Entire townhouse,Entire home/apt,8,2.5,3,503,4.97,4.89
0,1,Harlem,Manhattan,40.817890000000006,-73.94345,Entire rental unit,Entire home/apt,1,1.0,1,93,0.0,0.0
0,0,Bushwick,Brooklyn,40.69325,-73.90549,Entire loft,Entire home/apt,4,1.0,2,150,5.0,0.04
1,3,Tribeca,Manhattan,40.71878,-74.00913,Entire townhouse,Entire home/apt,6,1.0,2,942,4.95,2.82
1,0,Maspeth,Queens,40.72628,-73.89506,Entire rental unit,Entire home/apt,6,2.0,3,207,4.85,2.73
0,1,East Village,Manhattan,40.72639,-73.98904,Entire rental unit,Entire home/apt,3,1.0,1,219,5.0,0.2
1,1,Bayside,Queens,40.76317,-73.76734,Entire rental unit,Entire home/apt,4,1.0,2,199,4.92,0.51
1,1,NoHo,Manhattan,40.72502,-73.99475,Entire condominium (condo),Entire home/apt,8,2.0,3,595,4.95,1.36
0,4,Briarwood,Queens,40.71528,-73.8192,Entire rental unit,Entire home/apt,4,1.0,1,79,4.8,2.25
0,0,Bedford-Stuyvesant,Brooklyn,40.69273,-73.94315,Entire rental unit,Entire home/apt,2,1.0,1,80,0.0,0.0
1,1,East Village,Manhattan,40.72465,-73.98562,Entire rental unit,Entire home/apt,5,1.0,2,328,5.0,0.71
0,1106,Kips Bay,Manhattan,40.7403,-73.97738000000001,Entire serviced apartment,Entire home/apt,2,1.0,1,171,4.5,0.09
0,1,Upper West Side,Manhattan,40.77692,-73.98042,Entire rental unit,Entire home/apt,6,1.0,2,315,4.4,0.41
0,1,Harlem,Manhattan,40.82011,-73.94295,Entire rental unit,Entire home/apt,5,2.5,2,429,4.82,0.9
1,0,Bedford-Stuyvesant,Brooklyn,40.68309,-73.93806,Entire townhouse,Entire home/apt,10,3.5,4,828,4.96,1.75
0,2,Williamsburg,Brooklyn,40.70714,-73.94393000000001,Entire rental unit,Entire home/apt,5,1.0,3,179,5.0,0.07
1,3,Upper East Side,Manhattan,40.76106,-73.9649,Entire rental unit,Entire home/apt,2,1.0,1,146,5.0,3.7
0,1,Unionport,Bronx,40.82779,-73.84877,Entire rental unit,Entire home/apt,4,1.0,1,111,4.75,3.09
0,1,Williamsburg,Brooklyn,40.71381,-73.96553,Entire rental unit,Entire home/apt,2,1.0,1,400,5.0,0.69
0,1,Kips Bay,Manhattan,40.74079,-73.97837,Entire rental unit,Entire home/apt,2,1.0,1,195,5.0,0.58
0,1,Fort Greene,Brooklyn,40.68397,-73.9705,Entire rental unit,Entire home/apt,2,1.0,1,150,4.33,0.24
1,0,Kips Bay,Manhattan,40.7436,-73.9813,Entire rental unit,Entire home/apt,6,2.0,2,517,4.87,1.12
0,0,Bedford-Stuyvesant,Brooklyn,40.69387,-73.95571,Entire loft,Entire home/apt,3,2.0,1,150,5.0,0.16
1,1,Bedford-Stuyvesant,Brooklyn,40.68657,-73.94673,Entire rental unit,Entire home/apt,2,1.0,1,150,5.0,0.3
0,0,Upper West Side,Manhattan,40.80039,-73.96939,Entire rental unit,Entire home/apt,8,1.0,3,420,4.67,0.86
1,0,Bedford-Stuyvesant,Brooklyn,40.68407,-73.94703,Entire rental unit,Entire home/apt,2,1.0,1,115,4.85,0.47
0,1,Crown Heights,Brooklyn,40.66563,-73.93173,Entire condominium (condo),Entire home/apt,8,1.5,2,95,0.0,0.0
1,1,Stapleton,Staten Island,40.62859,-74.07695,Entire rental unit,Entire home/apt,6,1.0,2,99,4.96,1.07
1,0,Upper East Side,Manhattan,40.76355,-73.9652,Entire rental unit,Entire home/apt,11,3.5,4,799,4.89,3.38
0,1,Bedford-Stuyvesant,Brooklyn,40.68632,-73.92730999999999,Entire rental unit,Entire home/apt,4,1.0,1,118,5.0,0.15
0,0,Williamsburg,Brooklyn,40.70801,-73.95435,Entire rental unit,Entire home/apt,3,1.0,1,104,4.67,0.12
0,0,Lower East Side,Manhattan,40.71961,-73.98373000000001,Entire rental unit,Entire home/apt,2,1.0,1,150,4.67,0.11
0,3,Far Rockaway,Queens,40.60563,-73.74971,Entire rental unit,Entire home/apt,4,2.0,3,196,4.73,0.41
1,1,Upper West Side,Manhattan,40.78622,-73.96936,Entire rental unit,Entire home/apt,5,1.0,1,174,4.9,2.38
0,1,Upper East Side,Manhattan,40.78296,-73.9488,Entire condominium (condo),Entire home/apt,6,1.0,2,350,4.0,0.49
0,0,Financial District,Manhattan,40.70573,-74.00883,Entire rental unit,Entire home/apt,4,1.0,2,435,4.29,0.26
0,6,Williamsburg,Brooklyn,40.70972,-73.95116,Entire rental unit,Entire home/apt,5,1.0,2,249,4.54,0.5
0,6,Greenwich Village,Manhattan,40.73351,-73.99961,Entire rental unit,Entire home/apt,4,4.0,4,350,4.75,0.19
0,21,Lower East Side,Manhattan,40.72009,-73.99381,Entire rental unit,Entire home/apt,6,1.5,3,389,0.0,0.0
0,21,Nolita,Manhattan,40.72182,-73.99367,Entire rental unit,Entire home/apt,6,1.5,3,403,0.0,0.0
0,21,Nolita,Manhattan,40.7217,-73.9939,Entire rental unit,Entire home/apt,6,1.5,3,383,0.0,0.0
0,21,Nolita,Manhattan,40.72194,-73.99418,Entire rental unit,Entire home/apt,6,1.0,3,348,0.0,0.0
0,21,Lower East Side,Manhattan,40.72043,-73.99384,Entire rental unit,Entire home/apt,6,1.0,3,369,0.0,0.0
0,21,Nolita,Manhattan,40.72203,-73.99583,Entire rental unit,Entire home/apt,6,1.0,3,354,0.0,0.0
0,1,Sunset Park,Brooklyn,40.66242,-73.9961,Entire rental unit,Entire home/apt,9,4.0,4,390,0.0,0.0
0,1,Fort Greene,Brooklyn,40.696290000000005,-73.97206,Entire condominium (condo),Entire home/apt,2,1.0,1,225,5.0,0.26
0,1,Arrochar,Staten Island,40.59073,-74.08005,Entire residential home,Entire home/apt,6,3.5,4,250,0.0,0.0
0,1,Bedford-Stuyvesant,Brooklyn,40.6895,-73.95501,Entire townhouse,Entire home/apt,8,1.5,3,155,4.67,0.13
0,0,Bedford-Stuyvesant,Brooklyn,40.69626,-73.93474,Entire rental unit,Entire home/apt,2,1.0,1,50,4.75,0.29
0,0,Upper West Side,Manhattan,40.79702,-73.97281,Entire condominium (condo),Entire home/apt,6,2.0,3,435,4.35,0.75
1,0,Little Italy,Manhattan,40.71997,-73.99662,Entire rental unit,Entire home/apt,2,1.0,1,169,4.67,2.42
0,6,Williamsburg,Brooklyn,40.71524,-73.95962,Entire loft,Entire home/apt,2,1.0,1,200,5.0,0.11
0,1,Bedford-Stuyvesant,Brooklyn,40.68249,-73.93653,Entire rental unit,Entire home/apt,2,1.0,1,132,4.33,0.11
0,9,Murray Hill,Manhattan,40.7483,-73.97183000000001,Entire rental unit,Entire home/apt,5,2.0,2,280,0.0,0.0
0,4,Richmond Hill,Queens,40.70021,-73.83926,Entire residential home,Entire home/apt,6,2.0,3,180,5.0,1.0
0,6,Bushwick,Brooklyn,40.69642,-73.9096,Entire rental unit,Entire home/apt,2,1.0,1,80,4.83,0.22
0,1,South Slope,Brooklyn,40.66523,-73.98355,Entire rental unit,Entire home/apt,2,1.0,1,115,4.75,0.15
0,1,Upper East Side,Manhattan,40.76711,-73.96084,Entire rental unit,Entire home/apt,2,1.5,1,125,5.0,0.29
0,0,Astoria,Queens,40.76812,-73.92094,Entire rental unit,Entire home/apt,3,1.0,1,67,0.0,0.0
0,1,Murray Hill,Manhattan,40.7476,-73.97494,Entire rental unit,Entire home/apt,4,1.0,2,160,4.69,0.47
0,3,Rego Park,Queens,40.73059,-73.8531,Entire residential home,Entire home/apt,2,1.0,1,99,3.88,0.29
0,2,St. George,Staten Island,40.64575,-74.08655,Entire residential home,Entire home/apt,6,1.0,1,109,0.0,0.0
1,0,Williamsburg,Brooklyn,40.70716,-73.92815,Entire rental unit,Entire home/apt,2,1.0,1,172,4.89,8.64
0,10,Hell's Kitchen,Manhattan,40.76385,-73.98711,Entire rental unit,Entire home/apt,5,2.0,2,283,0.0,0.0
0,33,Upper West Side,Manhattan,40.795319,-73.962914,Entire rental unit,Entire home/apt,4,1.0,2,169,4.5,0.32
0,0,Lower East Side,Manhattan,40.72202,-73.98574,Entire rental unit,Entire home/apt,2,1.0,1,136,5.0,0.07
0,1,Hell's Kitchen,Manhattan,40.76587,-73.99203,Entire condominium (condo),Entire home/apt,8,2.0,3,400,4.92,0.64
0,2,West Village,Manhattan,40.73809,-74.00336999999999,Entire loft,Entire home/apt,4,1.0,2,230,4.33,0.19
0,0,Civic Center,Manhattan,40.71229,-74.00713,Entire condominium (condo),Entire home/apt,2,1.0,1,250,0.0,0.0
1,1,Williamsburg,Brooklyn,40.71645,-73.96088,Entire rental unit,Entire home/apt,4,1.5,2,350,4.94,17.0
1,2,Prospect Heights,Brooklyn,40.67343,-73.9642,Entire rental unit,Entire home/apt,2,1.0,1,215,4.99,2.87
1,0,Williamsburg,Brooklyn,40.71672,-73.9667,Entire rental unit,Entire home/apt,5,1.0,2,204,4.95,0.78
0,2,Harlem,Manhattan,40.808240000000005,-73.94275,Entire rental unit,Entire home/apt,6,1.0,3,115,4.64,0.52
0,2,Mott Haven,Bronx,40.80854,-73.92267,Entire residential home,Entire home/apt,5,2.0,3,325,5.0,0.04
1,1,Morrisania,Bronx,40.82547,-73.91062,Entire rental unit,Entire home/apt,4,1.0,1,100,4.9,0.38
0,3,Far Rockaway,Queens,40.60374,-73.75102,Entire rental unit,Entire home/apt,4,2.0,2,175,5.0,0.08
1,0,Long Island City,Queens,40.75757,-73.9328,Entire rental unit,Entire home/apt,6,2.5,3,295,4.92,10.54
0,3,East New York,Brooklyn,40.66938,-73.88925,Entire rental unit,Entire home/apt,3,1.0,1,115,5.0,0.17
0,0,Harlem,Manhattan,40.82591,-73.94444,Entire rental unit,Entire home/apt,4,1.0,1,130,4.95,0.75
0,0,East Flatbush,Brooklyn,40.63773,-73.91991999999999,Entire residential home,Entire home/apt,4,1.0,2,143,4.64,0.93
0,2,East Flatbush,Brooklyn,40.66154,-73.92300999999999,Entire rental unit,Entire home/apt,4,1.0,2,94,4.76,2.56
0,25,Midtown,Manhattan,40.7543,-73.96448000000001,Entire rental unit,Entire home/apt,4,1.0,1,210,4.33,0.24
0,25,Midtown,Manhattan,40.7541,-73.96423,Entire rental unit,Entire home/apt,4,1.0,1,170,4.0,0.08
1,0,Gramercy,Manhattan,40.73701,-73.98838,Entire loft,Entire home/apt,4,2.0,1,368,4.9,5.56
0,1,Bedford-Stuyvesant,Brooklyn,40.67839,-73.92288,Entire rental unit,Entire home/apt,3,1.0,1,138,4.43,0.26
0,0,Upper West Side,Manhattan,40.79775,-73.96432,Entire condominium (condo),Entire home/apt,4,1.0,1,228,4.59,1.25
0,1,Long Island City,Queens,40.74606,-73.94263000000001,Entire rental unit,Entire home/apt,2,1.0,1,259,4.92,0.45
1,0,Long Island City,Queens,40.75687,-73.93205,Entire rental unit,Entire home/apt,6,2.0,3,285,4.94,2.37
0,0,Throgs Neck,Bronx,40.81634,-73.81864,Entire rental unit,Entire home/apt,4,1.0,2,140,4.55,1.25
0,1,Greenwich Village,Manhattan,40.72836,-73.99969,Entire rental unit,Entire home/apt,2,1.0,1,207,4.88,0.97
1,4,Williamsburg,Brooklyn,40.7179,-73.94256999999999,Entire rental unit,Entire home/apt,6,1.0,2,293,4.84,2.89
0,23,East Harlem,Manhattan,40.79582,-73.94589,Entire rental unit,Entire home/apt,3,1.0,2,105,3.4,0.36
1,1,Bedford-Stuyvesant,Brooklyn,40.68232,-73.91747,Entire townhouse,Entire home/apt,6,3.0,4,140,0.0,0.0
0,0,Ditmars Steinway,Queens,40.7778,-73.90534,Entire rental unit,Entire home/apt,6,1.5,2,130,0.0,0.0
0,1,Williamsburg,Brooklyn,40.70741,-73.9451,Entire rental unit,Entire home/apt,4,2.0,2,150,5.0,0.11
0,1,Harlem,Manhattan,40.81873,-73.94457,Entire condominium (condo),Entire home/apt,6,2.0,2,150,0.0,0.0
0,0,Clinton Hill,Brooklyn,40.68355,-73.9639,Entire rental unit,Entire home/apt,2,1.0,1,155,5.0,0.07
1,3,Harlem,Manhattan,40.82387,-73.94424000000001,Entire townhouse,Entire home/apt,16,4.0,7,950,5.0,0.08
0,1,Tribeca,Manhattan,40.71991,-74.00551,Entire loft,Entire home/apt,3,1.0,1,249,5.0,0.33
0,1,Williamsburg,Brooklyn,40.71356,-73.9571,Entire rental unit,Entire home/apt,4,2.0,2,250,0.0,0.0
1,0,Clinton Hill,Brooklyn,40.6933,-73.96911999999999,Entire rental unit,Entire home/apt,5,1.0,2,145,4.8,2.07
0,2,Flushing,Queens,40.76304,-73.82087,Entire rental unit,Entire home/apt,4,1.0,1,90,4.75,0.51
0,52,Murray Hill,Manhattan,40.745740000000005,-73.97811999999999,Entire rental unit,Entire home/apt,3,1.0,1,185,4.0,0.32
0,0,Upper East Side,Manhattan,40.78216,-73.95379,Entire rental unit,Entire home/apt,2,1.0,1,600,5.0,0.13
1,2,Kew Gardens,Queens,40.71245,-73.83306999999999,Entire condominium (condo),Entire home/apt,2,1.0,1,175,4.95,18.33
0,1,Woodside,Queens,40.74271,-73.9001,Entire residential home,Entire home/apt,8,2.0,3,249,4.86,0.82
0,1,Harlem,Manhattan,40.80735,-73.9526,Entire rental unit,Entire home/apt,2,1.0,1,125,5.0,0.62
0,1,Hell's Kitchen,Manhattan,40.76387,-73.99578000000001,Entire rental unit,Entire home/apt,2,1.0,1,110,0.0,0.04
0,1,East Morrisania,Bronx,40.83085,-73.89246,Entire rental unit,Entire home/apt,2,1.5,1,150,5.0,0.05
0,23,East Harlem,Manhattan,40.79597,-73.94539,Entire rental unit,Entire home/apt,2,1.0,1,99,4.0,0.12
0,1,Fort Greene,Brooklyn,40.69484,-73.97112,Entire rental unit,Entire home/apt,3,1.0,1,115,5.0,0.11
0,2,Crown Heights,Brooklyn,40.67075,-73.9415,Entire rental unit,Entire home/apt,2,1.0,1,178,4.67,0.61
1,1,East Harlem,Manhattan,40.80011,-73.94315,Entire rental unit,Entire home/apt,8,1.0,3,319,4.13,0.58
0,0,Lower East Side,Manhattan,40.72093,-73.98501999999999,Entire condominium (condo),Entire home/apt,3,2.0,2,385,5.0,0.04
0,0,Kips Bay,Manhattan,40.74157,-73.9784,Entire rental unit,Entire home/apt,6,2.0,2,450,4.86,0.52
1,1,Bushwick,Brooklyn,40.68678,-73.90653,Entire rental unit,Entire home/apt,8,2.0,3,250,4.88,1.93
0,2,Sheepshead Bay,Brooklyn,40.59828,-73.95259,Entire rental unit,Entire home/apt,4,1.0,1,109,4.67,6.47
0,0,Astoria,Queens,40.76739,-73.92485,Entire condominium (condo),Entire home/apt,4,1.0,1,142,4.82,4.12
1,1,East Village,Manhattan,40.72973,-73.9883,Entire residential home,Entire home/apt,8,1.5,2,547,4.87,2.71
0,0,Park Slope,Brooklyn,40.66997,-73.98689,Entire rental unit,Entire home/apt,2,1.0,1,155,5.0,0.11
0,1,Woodside,Queens,40.74476,-73.89469,Entire residential home,Entire home/apt,4,1.0,2,99,4.31,6.02
1,4,Upper East Side,Manhattan,40.77187,-73.96135,Entire rental unit,Entire home/apt,2,1.0,1,180,5.0,0.1
0,0,Bushwick,Brooklyn,40.69951,-73.91230999999999,Entire rental unit,Entire home/apt,3,1.0,1,100,4.86,0.25
0,1,Upper West Side,Manhattan,40.78455,-73.97214,Entire rental unit,Entire home/apt,4,2.0,2,300,0.0,0.0
1,2,Midtown,Manhattan,40.74338,-73.98337,Entire rental unit,Entire home/apt,6,1.0,2,149,1.0,0.06
0,0,East Flatbush,Brooklyn,40.65553,-73.93153000000001,Entire rental unit,Entire home/apt,2,1.0,1,150,4.67,1.07
0,1,Williamsburg,Brooklyn,40.70519,-73.93139000000001,Entire loft,Entire home/apt,4,1.0,2,95,5.0,0.34
1,1,Springfield Gardens,Queens,40.6849,-73.76061,Entire rental unit,Entire home/apt,3,1.0,1,80,4.93,2.05
0,3,East New York,Brooklyn,40.67536,-73.88939,Entire rental unit,Entire home/apt,4,1.0,2,141,4.75,2.18
1,3,Chelsea,Manhattan,40.7489,-74.00501,Entire condominium (condo),Entire home/apt,2,1.0,1,495,0.0,0.0
0,0,Chelsea,Manhattan,40.74907,-73.99655,Entire rental unit,Entire home/apt,2,1.0,1,183,5.0,0.26
0,1,East Village,Manhattan,40.72697,-73.9861,Entire rental unit,Entire home/apt,2,1.0,1,200,5.0,0.27
0,2,Williamsburg,Brooklyn,40.70367,-73.94339000000001,Entire rental unit,Entire home/apt,2,2.0,2,215,5.0,0.04
0,1106,Financial District,Manhattan,40.70952,-74.01468,Entire serviced apartment,Entire home/apt,2,1.0,1,234,0.0,0.0
