host_is_superhost,host_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,price,review_scores_rating,reviews_per_month
0,1,West Village,Manhattan,40.734390000000005,-74.00589000000001,Entire condominium (condo),Entire home/apt,3,1.0,1,258,4.72,0.8
0,2,Ditmars Steinway,Queens,40.77114,-73.90966,Entire rental unit,Entire home/apt,5,1.0,3,175,4.8,1.06
0,1,Upper West Side,Manhattan,40.77897,-73.98217,Entire rental unit,Entire home/apt,6,1.5,2,280,4.0,0.01
0,1,Chelsea,Manhattan,40.74043,-73.99913000000001,Entire rental unit,Entire home/apt,3,1.0,1,100,0.0,0.0
0,1,Bedford-Stuyvesant,Brooklyn,40.67743,-73.9203,Entire rental unit,Entire home/apt,2,1.0,1,116,4.89,1.38
0,1,Harlem,Manhattan,40.817440000000005,-73.94022,Entire rental unit,Entire home/apt,4,1.0,1,110,4.25,0.06
0,1,East Village,Manhattan,40.73115,-73.99175,Entire rental unit,Entire home/apt,10,2.5,3,745,0.0,0.0
1,3,Jackson Heights,Queens,40.75166,-73.89305,Entire rental unit,Entire home/apt,2,1.0,1,96,4.81,2.23
0,1,Tribeca,Manhattan,40.72442,-74.00998,Entire place,Entire home/apt,4,1.5,2,399,5.0,0.07
1,1,Williamsburg,Brooklyn,40.70812,-73.94382,Entire rental unit,Entire home/apt,4,1.0,1,150,4.9,3.67
0,1,Washington Heights,Manhattan,40.84632,-73.94075,Entire rental unit,Entire home/apt,4,1.0,2,175,4.0,0.01
0,2,Flatbush,Brooklyn,40.63134,-73.96439000000001,Entire residential home,Entire home/apt,10,3.5,5,400,5.0,0.05
0,1,Williamsburg,Brooklyn,40.70492,-73.93637,Entire rental unit,Entire home/apt,4,1.0,1,140,4.76,0.32
0,1,Sunset Park,Brooklyn,40.65069,-74.00294,Entire rental unit,Entire home/apt,2,1.0,1,85,0.0,0.0
0,1,Bedford-Stuyvesant,Brooklyn,40.67741,-73.9275,Entire rental unit,Entire home/apt,2,1.0,1,73,4.77,2.57
0,1,Astoria,Queens,40.7598,-73.9224,Entire rental unit,Entire home/apt,2,1.0,1,73,4.57,0.1
1,1,Midtown,Manhattan,40.757,-73.9701,Entire rental unit,Entire home/apt,4,1.5,2,253,4.95,0.51
1,2,Gramercy,Manhattan,40.73497,-73.98725999999999,Entire rental unit,Entire home/apt,3,1.0,2,450,5.0,0.11
0,1,Lower East Side,Manhattan,40.71293,-73.98697,Entire rental unit,Entire home/apt,4,1.0,1,149,4.3,0.17
1,1,Hell's Kitchen,Manhattan,40.76231,-73.99322,Entire rental unit,Entire home/apt,4,1.0,1,175,4.45,0.86
0,1,Bedford-Stuyvesant,Brooklyn,40.68483,-73.93205999999999,Entire rental unit,Entire home/apt,3,1.0,2,135,4.9,0.44
0,1,Prospect-Lefferts Gardens,Brooklyn,40.65685,-73.95688,Entire rental unit,Entire home/apt,4,2.0,2,60,0.0,0.0
1,1,East Harlem,Manhattan,40.80812,-73.93879,Entire townhouse,Entire home/apt,6,1.0,2,180,4.92,1.38
0,1,Greenpoint,Brooklyn,40.72952,-73.95058,Entire rental unit,Entire home/apt,4,1.0,1,200,5.0,0.01
0,1,Lower East Side,Manhattan,40.72159,-73.99234,Entire condominium (condo),Entire home/apt,6,2.0,2,699,0.0,0.0
0,0,Ridgewood,Queens,40.70922,-73.90278,Entire rental unit,Entire home/apt,2,1.0,1,132,0.0,0.0
0,2,Greenpoint,Brooklyn,40.72321,-73.93664,Entire loft,Entire home/apt,5,1.0,1,150,0.0,0.01
0,2,Hell's Kitchen,Manhattan,40.76173,-73.99157,Entire rental unit,Entire home/apt,4,1.0,2,275,5.0,0.06
0,1,Upper West Side,Manhattan,40.78634,-73.97019,Entire rental unit,Entire home/apt,2,1.0,1,175,0.0,0.0
0,1,Upper West Side,Manhattan,40.79079,-73.96583000000001,Entire rental unit,Entire home/apt,2,1.0,1,225,3.5,0.03
0,1,Chelsea,Manhattan,40.74296,-73.99688,Entire rental unit,Entire home/apt,2,1.0,1,250,0.0,0.0
0,1,Bedford-Stuyvesant,Brooklyn,40.67998,-73.95783,Entire rental unit,Entire home/apt,2,1.0,1,85,5.0,0.02
0,1,Park Slope,Brooklyn,40.67092,-73.98431,Entire rental unit,Entire home/apt,2,1.0,1,135,0.0,0.0
0,1,East Harlem,Manhattan,40.791340000000005,-73.94483000000001,Entire rental unit,Entire home/apt,2,1.0,1,131,5.0,0.03
0,1,Williamsburg,Brooklyn,40.70752,-73.94409,Entire rental unit,Entire home/apt,3,1.0,1,100,5.0,0.03
0,2,Bedford-Stuyvesant,Brooklyn,40.6841,-73.94152,Entire residential home,Entire home/apt,5,1.5,2,115,4.59,0.77
0,1,Chelsea,Manhattan,40.74334,-74.00399999999999,Entire rental unit,Entire home/apt,2,1.0,1,250,5.0,0.01
0,1,East Harlem,Manhattan,40.79397,-73.94275999999999,Entire loft,Entire home/apt,4,1.0,1,125,4.75,0.12
0,1,Greenpoint,Brooklyn,40.72212,-73.9378,Entire rental unit,Entire home/apt,2,1.0,1,80,0.0,0.0
0,1,Harlem,Manhattan,40.80564,-73.94864,Entire rental unit,Entire home/apt,3,1.0,1,170,4.36,0.59
0,1,East Village,Manhattan,40.7229,-73.984,Entire rental unit,Entire home/apt,2,1.0,1,300,5.0,0.01
0,1,Midtown,Manhattan,40.76382,-73.98217,Entire rental unit,Entire home/apt,4,2.0,1,250,5.0,0.01
0,1,Williamsburg,Brooklyn,40.71175,-73.96692,Entire loft,Entire home/apt,4,1.0,2,200,0.0,0.0
0,1,Greenpoint,Brooklyn,40.730540000000005,-73.95629,Entire loft,Entire home/apt,2,1.0,1,209,4.93,0.33
0,1,Park Slope,Brooklyn,40.66839,-73.98138,Entire rental unit,Entire home/apt,6,1.0,3,350,4.72,0.25
0,0,Bushwick,Brooklyn,40.69553,-73.92996,Entire rental unit,Entire home/apt,2,1.0,1,95,5.0,0.08
0,1,Morningside Heights,Manhattan,40.80685,-73.96571,Entire rental unit,Entire home/apt,4,1.0,2,170,4.83,0.1
0,1,Upper West Side,Manhattan,40.78727,-73.97869,Entire rental unit,Entire home/apt,2,1.0,1,150,4.73,0.15
0,1,Harlem,Manhattan,40.805240000000005,-73.95049,Entire rental unit,Entire home/apt,4,1.0,1,95,4.25,0.07
0,1,Forest Hills,Queens,40.71372,-73.83693000000001,Entire rental unit,Entire home/apt,4,2.0,3,125,5.0,0.03
0,1,Bushwick,Brooklyn,40.70231,-73.92191,Entire rental unit,Entire home/apt,2,1.0,1,105,5.0,2.0
0,1,Lower East Side,Manhattan,40.72189,-73.99186999999999,Entire rental unit,Entire home/apt,2,1.0,1,139,4.83,0.08
0,1,Carroll Gardens,Brooklyn,40.67849,-74.00259,Entire rental unit,Entire home/apt,2,1.0,1,125,0.0,0.0
0,1,East Village,Manhattan,40.721,-73.97995,Entire rental unit,Entire home/apt,4,1.0,2,500,0.0,0.0
0,1,Greenpoint,Brooklyn,40.73308,-73.95224,Entire rental unit,Entire home/apt,3,1.0,2,100,5.0,0.03
0,1,Nolita,Manhattan,40.72291,-73.99565,Entire rental unit,Entire home/apt,3,1.0,1,200,0.0,0.0
0,1,Prospect Heights,Brooklyn,40.67929,-73.97381999999999,Entire rental unit,Entire home/apt,4,1.5,2,150,0.0,0.0
0,1,Sunnyside,Queens,40.74275,-73.91615999999999,Entire rental unit,Entire home/apt,3,1.0,1,84,0.0,0.0
0,1,Borough Park,Brooklyn,40.62152,-73.99363000000001,Entire rental unit,Entire home/apt,4,1.0,1,314,4.64,1.3
0,1,Sunset Park,Brooklyn,40.64876,-74.00187,Entire rental unit,Entire home/apt,4,1.0,1,115,5.0,0.01
0,0,Greenpoint,Brooklyn,40.71961,-73.95429,Entire rental unit,Entire home/apt,3,1.0,1,169,4.87,1.24
0,1,Upper West Side,Manhattan,40.80284,-73.96797,Entire rental unit,Entire home/apt,4,1.0,1,101,4.5,0.03
0,2,Prospect-Lefferts Gardens,Brooklyn,40.66205,-73.96285,Entire rental unit,Entire home/apt,3,1.0,1,69,5.0,0.02
0,1,Ditmars Steinway,Queens,40.7803,-73.90114,Entire residential home,Entire home/apt,1,1.0,1,75,0.0,0.0
0,1,Sunset Park,Brooklyn,40.64583,-74.01021,Entire rental unit,Entire home/apt,4,1.0,2,140,4.95,1.14
0,1,East Village,Manhattan,40.72566,-73.98323,Entire rental unit,Entire home/apt,4,1.0,2,230,0.0,0.0
0,2,Crown Heights,Brooklyn,40.66887,-73.95671,Entire rental unit,Entire home/apt,3,1.0,1,125,4.9,0.14
0,1,Carroll Gardens,Brooklyn,40.68493,-73.99264000000001,Entire rental unit,Entire home/apt,4,1.0,1,225,5.0,0.01
0,1,Clason Point,Bronx,40.80857,-73.85073,Entire townhouse,Entire home/apt,4,1.0,2,90,5.0,0.83
0,1,Canarsie,Brooklyn,40.64472,-73.91109,Entire residential home,Entire home/apt,10,1.5,3,185,4.23,0.76
0,1,East Village,Manhattan,40.72138,-73.98005,Entire rental unit,Entire home/apt,2,1.0,1,130,4.75,0.06
0,1,Upper East Side,Manhattan,40.77636,-73.94855,Entire rental unit,Entire home/apt,4,2.0,2,295,0.0,0.0
0,3,Sheepshead Bay,Brooklyn,40.5973,-73.96166,Entire rental unit,Entire home/apt,5,1.0,2,80,4.51,3.1
0,1,Upper East Side,Manhattan,40.76169,-73.96269000000001,Entire rental unit,Entire home/apt,2,1.0,1,250,4.43,0.58
0,1,Williamsburg,Brooklyn,40.71216,-73.94837,Entire rental unit,Entire home/apt,5,2.0,2,275,4.74,0.72
0,1,East Village,Manhattan,40.72933,-73.98755,Entire rental unit,Entire home/apt,1,1.0,1,199,4.68,0.76
1,2,Harlem,Manhattan,40.80279,-73.94605,Entire rental unit,Entire home/apt,4,1.0,1,200,4.97,3.72
0,1,Williamsburg,Brooklyn,40.70727,-73.95455,Entire rental unit,Entire home/apt,2,1.0,1,150,4.82,0.3
0,1,Bushwick,Brooklyn,40.69502,-73.92951,Entire rental unit,Entire home/apt,4,1.0,1,75,4.0,0.09
0,1,Harlem,Manhattan,40.80307,-73.946,Entire rental unit,Entire home/apt,3,1.0,1,169,0.0,0.0
1,3,Harlem,Manhattan,40.8023,-73.95562,Entire townhouse,Entire home/apt,6,2.5,4,424,4.93,0.96
0,1,Greenwich Village,Manhattan,40.72708,-74.00012,Entire rental unit,Entire home/apt,2,1.0,1,115,5.0,0.04
0,1,Lower East Side,Manhattan,40.71483,-73.98244,Entire rental unit,Entire home/apt,1,1.0,1,170,0.0,0.01
0,1,Bedford-Stuyvesant,Brooklyn,40.68425,-73.92362,Entire rental unit,Entire home/apt,6,1.5,3,150,5.0,0.01
1,3,Bedford-Stuyvesant,Brooklyn,40.68978,-73.93185,Entire residential home,Entire home/apt,4,2.5,2,262,4.87,0.47
0,1,East Village,Manhattan,40.72184,-73.98402,Entire rental unit,Entire home/apt,2,1.0,1,139,5.0,0.15
0,52,Greenpoint,Brooklyn,40.72583,-73.94232,Entire rental unit,Entire home/apt,4,1.0,1,139,4.86,0.11
0,1,West Village,Manhattan,40.72938,-74.00578,Entire rental unit,Entire home/apt,4,1.0,1,188,0.0,0.0
0,1,Williamsburg,Brooklyn,40.706990000000005,-73.94162,Entire rental unit,Entire home/apt,6,1.5,3,200,0.0,0.0
0,2,Clinton Hill,Brooklyn,40.69001,-73.96764,Entire rental unit,Entire home/apt,2,1.0,1,125,5.0,0.04
0,1,Little Italy,Manhattan,40.71981,-73.99635,Entire rental unit,Entire home/apt,2,1.0,1,102,4.96,0.84
0,1,Grymes Hill,Staten Island,40.61223,-74.09318,Entire condominium (condo),Entire home/apt,4,1.0,1,200,5.0,0.01
0,1,West Village,Manhattan,40.73238,-74.00269,Entire rental unit,Entire home/apt,2,1.0,1,229,4.0,0.01
0,1,East Harlem,Manhattan,40.79923,-73.93335,Entire rental unit,Entire home/apt,2,1.0,1,95,4.5,0.03
0,2,Prospect-Lefferts Gardens,Brooklyn,40.66254,-73.9609,Entire rental unit,Entire home/apt,8,1.0,3,150,4.69,2.11
0,1,Flatbush,Brooklyn,40.6523,-73.9655,Entire rental unit,Entire home/apt,4,1.0,1,95,4.81,0.59
0,1,Crown Heights,Brooklyn,40.66613,-73.95515,Entire rental unit,Entire home/apt,2,1.0,1,100,4.92,1.08
0,4,Upper East Side,Manhattan,40.7837,-73.94877,Entire residential home,Entire home/apt,6,1.0,2,180,4.0,0.01
0,1,Sunnyside,Queens,40.74516,-73.91561,Entire rental unit,Entire home/apt,2,1.0,1,180,0.0,0.0
0,1,Crown Heights,Brooklyn,40.671,-73.94784,Entire rental unit,Entire home/apt,2,1.0,1,100,4.67,0.18
0,1,Greenpoint,Brooklyn,40.7337,-73.9542,Entire rental unit,Entire home/apt,2,1.0,1,115,4.83,1.1
0,1,Williamsburg,Brooklyn,40.71253,-73.95403,Entire rental unit,Entire home/apt,2,1.0,1,250,5.0,0.01
0,1,Midtown,Manhattan,40.75301,-73.97103,Entire rental unit,Entire home/apt,3,1.0,1,103,0.0,0.0
0,1,Williamsburg,Brooklyn,40.70697,-73.94291,Entire rental unit,Entire home/apt,4,1.0,2,150,5.0,0.01
0,1,Lower East Side,Manhattan,40.72012,-73.9907,Entire rental unit,Entire home/apt,4,1.0,2,190,5.0,0.03
0,2,Williamsburg,Brooklyn,40.71297,-73.95598000000001,Entire rental unit,Entire home/apt,4,1.0,1,150,4.82,0.17
0,0,Ditmars Steinway,Queens,40.772490000000005,-73.91689000000001,Entire rental unit,Entire home/apt,2,1.0,1,145,4.75,0.08
0,2,Prospect-Lefferts Gardens,Brooklyn,40.66113,-73.96229,Entire rental unit,Entire home/apt,8,1.0,3,150,4.78,2.06
0,0,Lower East Side,Manhattan,40.71969,-73.98087,Entire rental unit,Entire home/apt,4,1.0,1,185,4.75,0.06
0,8,East Flatbush,Brooklyn,40.652840000000005,-73.93724,Entire residential home,Entire home/apt,12,2.0,3,140,4.65,4.12
0,1,East Village,Manhattan,40.73165,-73.98483,Entire rental unit,Entire home/apt,4,1.0,1,135,4.7,0.14
1,1,East Village,Manhattan,40.72313,-73.97723,Entire rental unit,Entire home/apt,2,1.0,1,130,5.0,0.08
0,1,East Village,Manhattan,40.732,-73.98518,Entire rental unit,Entire home/apt,2,1.0,1,190,0.0,0.0
0,2,Upper East Side,Manhattan,40.76732,-73.95359,Entire rental unit,Entire home/apt,4,1.0,2,100,5.0,0.04
0,2,Harlem,Manhattan,40.80233,-73.95257,Entire rental unit,Entire home/apt,3,1.0,2,140,4.82,0.2
0,1,Harlem,Manhattan,40.82565,-73.95253000000001,Entire rental unit,Entire home/apt,4,1.0,1,110,5.0,0.01
1,9,Gramercy,Manhattan,40.73324,-73.98396,Entire rental unit,Entire home/apt,3,1.0,1,128,4.4,0.08
0,1,West Village,Manhattan,40.7289,-74.0048,Entire rental unit,Entire home/apt,4,1.0,1,180,4.6,0.09
0,1,Upper East Side,Manhattan,40.7839,-73.94776,Entire rental unit,Entire home/apt,4,1.0,2,210,0.0,0.0
0,1,Harlem,Manhattan,40.82544,-73.94989,Entire rental unit,Entire home/apt,3,1.0,1,100,4.88,0.25
0,1,Upper West Side,Manhattan,40.78721,-73.97168,Entire rental unit,Entire home/apt,4,1.0,1,250,4.84,1.46
0,2,Crown Heights,Brooklyn,40.67462,-73.94886,Entire rental unit,Entire home/apt,4,1.0,1,140,4.85,1.71
0,1,Harlem,Manhattan,40.82307,-73.94228000000001,Entire rental unit,Entire home/apt,4,1.5,1,150,0.0,0.0
0,1,Upper East Side,Manhattan,40.77026,-73.95648,Entire rental unit,Entire home/apt,4,1.0,1,195,4.5,0.06
0,1,Upper West Side,Manhattan,40.78642,-73.97003000000001,Entire rental unit,Entire home/apt,3,1.0,1,202,4.96,0.54
0,1,Williamsburg,Brooklyn,40.71617,-73.95395,Entire rental unit,Entire home/apt,2,1.0,1,165,0.0,0.0
0,1,Midtown,Manhattan,40.75807,-73.96308,Entire rental unit,Entire home/apt,2,1.0,1,300,0.0,0.0
0,1,Chelsea,Manhattan,40.7435,-73.99464,Entire rental unit,Entire home/apt,4,1.0,1,157,4.57,0.17
0,1,Hell's Kitchen,Manhattan,40.76642,-73.98621,Entire rental unit,Entire home/apt,1,1.0,1,120,0.0,0.0
0,1,East Village,Manhattan,40.72491,-73.9897,Entire rental unit,Entire home/apt,6,1.0,2,180,5.0,0.07
0,1,Upper East Side,Manhattan,40.77012,-73.95777,Entire rental unit,Entire home/apt,3,1.0,1,200,0.0,0.0
0,1,Prospect-Lefferts Gardens,Brooklyn,40.65831,-73.96197,Entire rental unit,Entire home/apt,6,2.0,2,150,4.8,0.14
0,1,Upper West Side,Manhattan,40.77779,-73.97519,Entire rental unit,Entire home/apt,4,1.0,1,180,4.65,0.59
1,1,Bedford-Stuyvesant,Brooklyn,40.68954,-73.92681999999999,Entire rental unit,Entire home/apt,4,2.0,1,116,4.9,2.09
0,2,East Harlem,Manhattan,40.7959,-73.93682,Entire rental unit,Entire home/apt,5,1.0,1,150,4.75,1.78
0,33,West Village,Manhattan,40.73764,-74.0041,Entire rental unit,Entire home/apt,3,1.0,1,160,4.5,0.35
0,1,Williamsburg,Brooklyn,40.70943,-73.94816,Entire rental unit,Entire home/apt,4,2.0,2,243,5.0,0.02
0,1,Clinton Hill,Brooklyn,40.68623,-73.9674,Entire rental unit,Entire home/apt,3,1.0,1,100,5.0,0.01
1,4,Williamsburg,Brooklyn,40.71053,-73.96316999999999,Entire rental unit,Entire home/apt,2,1.0,1,120,4.91,5.78
0,2,Bushwick,Brooklyn,40.697590000000005,-73.93406999999999,Entire rental unit,Entire home/apt,5,1.5,2,200,4.0,0.01
0,2,Flatiron District,Manhattan,40.741240000000005,-73.99367,Entire rental unit,Entire home/apt,3,1.0,1,150,4.0,0.02
0,1,Chelsea,Manhattan,40.7398,-73.99776999999999,Entire rental unit,Entire home/apt,4,1.0,1,130,5.0,0.06
0,7,Hell's Kitchen,Manhattan,40.76337,-73.99365,Entire rental unit,Entire home/apt,2,1.0,1,70,3.4,0.19
0,2,Harlem,Manhattan,40.80864,-73.9428,Entire rental unit,Entire home/apt,3,1.0,1,90,4.76,3.63
0,1,Chelsea,Manhattan,40.75014,-73.99224,Entire rental unit,Entire home/apt,7,2.0,2,500,5.0,0.03
0,1,Crown Heights,Brooklyn,40.67351,-73.95473,Entire townhouse,Entire home/apt,4,2.0,2,300,0.0,0.0
1,0,Bedford-Stuyvesant,Brooklyn,40.68772,-73.95904,Entire rental unit,Entire home/apt,2,1.0,1,131,4.94,7.48
0,2,Ditmars Steinway,Queens,40.77461,-73.91525,Entire residential home,Entire home/apt,5,1.0,2,170,4.58,0.51
0,1,East Village,Manhattan,40.72543,-73.98536,Entire rental unit,Entire home/apt,5,1.0,2,221,4.0,0.01
0,1,Harlem,Manhattan,40.81513,-73.94986999999999,Entire rental unit,Entire home/apt,2,1.0,1,89,0.0,0.0
0,1,Queens Village,Queens,40.71858,-73.75411,Entire residential home,Entire home/apt,3,1.0,1,65,4.36,1.55
0,1,Crown Heights,Brooklyn,40.6694,-73.96181999999999,Entire rental unit,Entire home/apt,2,1.0,1,95,5.0,0.11
0,1,Clinton Hill,Brooklyn,40.69421,-73.96880999999999,Entire rental unit,Entire home/apt,6,1.0,3,350,0.0,0.0
0,1,Carroll Gardens,Brooklyn,40.67675,-73.99686,Entire rental unit,Entire home/apt,3,1.0,1,132,5.0,0.01
0,1,Midtown,Manhattan,40.75628,-73.96679,Entire rental unit,Entire home/apt,8,2.0,2,400,0.0,0.0
0,1,Upper East Side,Manhattan,40.78182,-73.94577,Entire rental unit,Entire home/apt,2,1.0,1,135,0.0,0.0
0,1,Chelsea,Manhattan,40.746390000000005,-73.99967,Entire rental unit,Entire home/apt,4,2.0,2,450,5.0,0.13
0,1,Williamsburg,Brooklyn,40.71403,-73.94551,Entire rental unit,Entire home/apt,2,1.0,1,155,4.0,0.02
0,3,Clinton Hill,Brooklyn,40.68322,-73.96333,Entire rental unit,Entire home/apt,2,1.0,1,135,5.0,0.3
0,2,Astoria,Queens,40.75855,-73.91020999999999,Entire rental unit,Entire home/apt,4,1.0,1,120,4.0,0.01
1,2,Washington Heights,Manhattan,40.83135,-73.9421,Entire rental unit,Entire home/apt,6,1.0,1,182,4.92,4.35
1,2,Upper West Side,Manhattan,40.77443,-73.97912,Entire rental unit,Entire home/apt,2,1.0,1,185,4.78,0.37
0,357,Hell's Kitchen,Manhattan,40.76113,-73.99895,Entire rental unit,Entire home/apt,3,1.0,1,255,0.0,0.0
0,1,Bushwick,Brooklyn,40.70137,-73.91501,Entire rental unit,Entire home/apt,4,1.5,2,95,0.0,0.0
0,2,Bedford-Stuyvesant,Brooklyn,40.68906,-73.95947,Entire rental unit,Entire home/apt,3,1.0,1,100,5.0,0.06
0,1,Midtown,Manhattan,40.76402,-73.98186,Entire rental unit,Entire home/apt,4,2.0,1,325,5.0,0.07
0,1,Morningside Heights,Manhattan,40.80838,-73.9597,Entire rental unit,Entire home/apt,2,1.0,1,123,5.0,0.04
1,1,East Village,Manhattan,40.73239,-73.98575,Entire rental unit,Entire home/apt,4,1.0,1,175,4.8,4.92
1,1,Bushwick,Brooklyn,40.69728,-73.93441,Entire rental unit,Entire home/apt,4,1.0,2,110,4.88,0.8
0,1,Midtown,Manhattan,40.76213,-73.9757,Entire rental unit,Entire home/apt,4,1.0,1,257,4.23,0.84
0,1,East Village,Manhattan,40.732490000000006,-73.99087,Entire rental unit,Entire home/apt,2,1.0,1,325,4.63,0.12
0,1,Upper West Side,Manhattan,40.7796,-73.97838,Entire rental unit,Entire home/apt,3,1.0,1,150,5.0,0.01
0,1,Upper West Side,Manhattan,40.77741,-73.97789,Entire rental unit,Entire home/apt,4,1.0,1,150,0.0,0.0
0,1,Crown Heights,Brooklyn,40.66971,-73.95495,Entire rental unit,Entire home/apt,2,1.0,1,81,4.6,0.23
0,1,East Village,Manhattan,40.72745,-73.98944,Entire rental unit,Entire home/apt,4,1.0,1,200,0.0,0.0
0,1,Hell's Kitchen,Manhattan,40.76317,-73.98954,Entire rental unit,Entire home/apt,2,1.0,1,142,0.0,0.0
0,0,Greenpoint,Brooklyn,40.72517,-73.94473,Entire rental unit,Entire home/apt,2,1.0,1,151,5.0,1.0
1,2,Bedford-Stuyvesant,Brooklyn,40.68428,-73.93173,Entire rental unit,Entire home/apt,2,1.0,1,130,4.94,2.87
0,1,SoHo,Manhattan,40.72418,-74.00492,Entire rental unit,Entire home/apt,2,1.0,1,100,4.5,0.04
1,4,Bedford-Stuyvesant,Brooklyn,40.6853,-73.95618,Entire condominium (condo),Entire home/apt,4,1.0,1,157,5.0,2.92
0,1,Bay Ridge,Brooklyn,40.63091,-74.02577,Entire rental unit,Entire home/apt,5,1.0,3,110,0.0,0.0
0,1,East Village,Manhattan,40.72967,-73.9806,Entire rental unit,Entire home/apt,4,1.0,2,199,5.0,0.01
0,1,East Village,Manhattan,40.73081,-73.98238,Entire rental unit,Entire home/apt,2,1.0,1,125,4.54,0.2
0,1,East Village,Manhattan,40.72466,-73.98845,Entire rental unit,Entire home/apt,4,1.0,2,200,4.5,0.03
0,1,Bedford-Stuyvesant,Brooklyn,40.69014,-73.9551,Entire rental unit,Entire home/apt,2,1.0,1,98,5.0,0.12
0,1,Kips Bay,Manhattan,40.74154,-73.97958,Entire rental unit,Entire home/apt,4,1.0,1,250,0.0,0.0
0,1,Lower East Side,Manhattan,40.71842,-73.98252,Entire rental unit,Entire home/apt,4,1.0,1,230,4.92,0.17
0,1,Park Slope,Brooklyn,40.67811,-73.97896999999999,Entire rental unit,Entire home/apt,5,1.0,2,133,4.75,0.06
0,1,East Village,Manhattan,40.72852,-73.98566,Entire rental unit,Entire home/apt,4,1.0,2,350,0.0,0.0
0,3,Harlem,Manhattan,40.82358,-73.94498,Entire rental unit,Entire home/apt,10,2.0,5,582,4.83,1.19
0,1,Upper East Side,Manhattan,40.76542,-73.95770999999999,Entire rental unit,Entire home/apt,4,1.0,1,126,4.0,0.04
0,1,Upper East Side,Manhattan,40.77798,-73.94704,Entire rental unit,Entire home/apt,2,1.0,1,215,0.0,0.0
0,1,Upper West Side,Manhattan,40.79133,-73.97761,Entire rental unit,Entire home/apt,4,1.0,1,200,0.0,0.0
0,1,Cobble Hill,Brooklyn,40.68875,-73.9985,Entire rental unit,Entire home/apt,3,1.0,1,185,4.67,0.04
0,3,Crown Heights,Brooklyn,40.67525,-73.91898,Entire rental unit,Entire home/apt,4,1.0,1,80,5.0,0.08
0,2,Boerum Hill,Brooklyn,40.68605,-73.98942,Entire rental unit,Entire home/apt,4,1.0,2,134,5.0,0.03
0,1,Lower East Side,Manhattan,40.71456,-73.9801,Entire loft,Entire home/apt,2,1.0,1,200,5.0,0.01
0,2,Greenpoint,Brooklyn,40.73102,-73.95645999999999,Entire rental unit,Entire home/apt,6,2.5,3,115,5.0,0.01
0,1,Lower East Side,Manhattan,40.71691,-73.98378000000001,Entire rental unit,Entire home/apt,3,1.0,1,254,4.8,0.09
1,20,Crown Heights,Brooklyn,40.66656,-73.94764,Entire residential home,Entire home/apt,8,1.0,1,134,4.85,3.88
0,1,Concourse,Bronx,40.81977,-73.92752,Entire rental unit,Entire home/apt,7,1.0,2,170,0.0,0.0
0,0,Astoria,Queens,40.77051,-73.9204,Entire rental unit,Entire home/apt,2,1.0,1,87,5.0,0.08
0,1,Williamsburg,Brooklyn,40.71499,-73.9463,Entire loft,Entire home/apt,2,1.0,1,250,5.0,0.15
0,1,Chinatown,Manhattan,40.71393,-73.99519000000001,Entire loft,Entire home/apt,4,1.0,1,201,4.89,2.93
0,3,Harlem,Manhattan,40.82152,-73.94568000000001,Entire rental unit,Entire home/apt,5,1.0,3,264,4.84,0.85
1,1,East Harlem,Manhattan,40.79785,-73.94469000000001,Entire rental unit,Entire home/apt,6,1.0,2,200,4.81,0.65
0,1,Lower East Side,Manhattan,40.72182,-73.98947,Entire rental unit,Entire home/apt,4,1.0,2,200,0.0,0.0
0,1,Crown Heights,Brooklyn,40.67651,-73.95765,Entire rental unit,Entire home/apt,4,1.0,1,106,4.0,0.01
0,2,Washington Heights,Manhattan,40.84423,-73.93734,Entire rental unit,Entire home/apt,4,1.0,1,80,4.67,0.04
0,1,Upper East Side,Manhattan,40.77563,-73.95567,Entire rental unit,Entire home/apt,4,1.0,1,125,5.0,0.01
0,1,Astoria,Queens,40.7576,-73.9067,Entire rental unit,Entire home/apt,2,1.0,1,70,0.0,0.01
0,1,Harlem,Manhattan,40.80963,-73.94351,Entire rental unit,Entire home/apt,2,1.0,1,100,5.0,0.74
0,2,Harlem,Manhattan,40.81342,-73.95331999999999,Entire rental unit,Entire home/apt,4,1.0,2,150,0.0,0.0
0,2,Lower East Side,Manhattan,40.7143,-73.98312,Entire rental unit,Entire home/apt,4,1.0,2,220,5.0,0.04
0,1,Williamsburg,Brooklyn,40.71865,-73.96154,Entire rental unit,Entire home/apt,4,1.0,1,110,4.88,0.33
0,1,Midtown,Manhattan,40.75218,-73.97216999999999,Entire rental unit,Entire home/apt,2,1.0,1,149,0.0,0.0
0,1,Williamsburg,Brooklyn,40.717490000000005,-73.95269,Entire rental unit,Entire home/apt,4,2.0,2,200,5.0,0.01
0,1,Bedford-Stuyvesant,Brooklyn,40.68252,-73.91428,Entire rental unit,Entire home/apt,2,1.0,1,80,4.82,0.18
0,1,West Village,Manhattan,40.73303,-74.00379000000001,Entire rental unit,Entire home/apt,4,1.0,2,400,4.33,0.04
0,3,Williamsburg,Brooklyn,40.70908,-73.94255,Entire rental unit,Entire home/apt,4,1.0,2,98,4.67,0.04
1,2,Bedford-Stuyvesant,Brooklyn,40.6836,-73.92994,Entire residential home,Entire home/apt,4,1.0,2,140,4.99,1.48
